vid_idx,vid_name,global_idx,local_idx_in_prefix,prob,logit,gt_label,is_error,prefix_len,threshold
18,Bullet.in.the.Head.1990__#01-26-30_01-27-34_label_B2-0-0,2386,2,0.004421065095812082,-5.850193977355957,0,0,5,0.008276799693703651
19,Bullet.in.the.Head.1990__#01-45-21_01-46-20_label_B2-0-0,2483,3,1.542233621876221e-05,-11.529498100280762,0,0,5,0.00018102212925441563
20,Bullet.in.the.Head.1990__#02-02-00_02-05-22_label_B2-B6-G,2570,2,2.816022970364429e-05,-13.071593284606934,1,1,5,0.0019616312347352505
21,Casino.Royale.2006__#00-18-30_00-19-20_label_G-B2-0,2871,0,2.735581290380651e-07,-16.082881927490234,0,0,5,0.0002337719197385013
22,Casino.Royale.2006__#00-50-05_00-51-16_label_B1-B2-B6,2947,1,0.005609051324427128,-6.2050676345825195,0,0,5,0.01676858216524124
23,Casino.Royale.2006__#00-51-16_00-52-41_label_B1-B6-0,3053,1,1.261209604308533e-06,-14.685626029968262,0,0,5,9.644082638260443e-06
24,Casino.Royale.2006__#01-17-29_01-17-46_label_B1-0-0,3182,3,9.570064321451355e-06,-12.330866813659668,0,0,5,2.072555071208626e-05
25,Casino.Royale.2006__#01-46-40_01-47-14_label_B6-0-0,3206,2,3.895188456226606e-06,-13.537500381469727,0,0,5,1.098333905247273e-05
26,City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0,3256,1,3.989465646725421e-09,-20.919397354125977,0,0,5,4.227905137099697e-09
27,City.Of.Men.2007__#00-57-37_00-58-27_label_B2-0-0,3408,2,4.538333087111823e-07,-15.301417350769043,0,0,5,4.6490427507706045e-07
28,City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0,3482,1,1.6698913896107115e-05,-11.173330307006836,0,0,5,0.00017760337505023926
29,City.Of.Men.2007__#01-35-30_01-36-00_label_B2-0-0,3532,3,1.3772839338344056e-05,-11.948668479919434,0,0,5,2.644733467604965e-05
30,City.of.God.2002__#00-37-20_00-38-02_label_B5-0-0,3578,4,1.6426720010273566e-13,-31.72891616821289,0,0,5,5.490158674903434e-12
31,City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0,3640,3,1.317931719313492e-08,-20.557283401489258,0,0,5,1.3727758485515551e-08
32,City.of.God.2002__#01-24-10_01-25-10_label_B2-0-0,3748,0,9.82420715445187e-07,-14.354498863220215,0,0,5,3.7061672628624365e-05
33,City.of.God.2002__#01-52-20_01-54-32_label_B2-0-0,3840,2,1.0525924153625965e-05,-12.504286766052246,1,1,5,0.013767697848379612
34,Crank.Dircut.2006__#0-27-42_0-29-01_label_B1-0-0,4040,4,2.9545853976742364e-05,-12.451130867004395,0,0,5,4.163317498750985e-05
35,Deadpool.2.2018__#0-04-46_0-05-01_label_B2-0-0,4154,0,1.1767806427087635e-05,-12.502596855163574,0,0,5,0.00011922100384254009
36,Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0,4176,0,2.3461652065570604e-10,-24.61505699157715,0,0,5,1.5560026600525134e-09
37,Deadpool.2.2018__#01-03-09_01-03-54_label_B4-0-0,4255,4,1.6604568600087077e-06,-14.253485679626465,0,0,5,8.442065336566884e-06
38,Deadpool.2016__#0-18-58_0-19-20_label_B1-0-0,4319,1,1.2036770691281617e-08,-19.755064010620117,0,0,5,1.292833218258238e-08
39,Death.Proof.2007__#00-45-05_00-47-36_label_B5-0-0,4352,1,3.9130379492213763e-10,-22.321090698242188,0,0,5,6.408619857012354e-09
40,Death.Proof.2007__#01-40-41_01-42-17_label_B5-B6-0,4579,2,2.2434306856666808e-08,-19.582181930541992,0,0,5,3.4623087685758946e-07
41,Desperado.1995__#00-16-48_00-18-52_label_B1-0-0,4722,1,3.957895387429744e-06,-12.818686485290527,0,0,5,6.747121915395837e-06
42,Desperado.1995__#00-38-36_00-39-21_label_B1-B2-0,4907,0,0.0033234197180718184,-8.942339897155762,0,0,5,0.010996133089065552
43,Desperado.1995__#01-14-11_01-17-28_label_B2-G-0,4974,0,5.2394552767509595e-06,-14.195784568786621,0,0,5,0.00017164385644719005
44,Election.2005__#00-47-57_00-50-54_label_B5-0-0,5273,4,0.0023886419367045164,-7.496139049530029,0,0,5,0.0040375846438109875
45,Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0,5536,2,1.3894944004277932e-06,-15.266809463500977,0,0,5,1.990352075154078e-06
46,Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0,5562,4,0.005507715977728367,-6.203768253326416,0,0,5,0.01086011528968811
47,Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0,5590,4,2.8437796117941616e-06,-13.420648574829102,0,0,5,5.171714747120859e-06
48,Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0,5633,2,0.00099639268592,-7.6913909912109375,0,0,5,0.0016562561504542828
49,Fast.Furious.2009__#00-21-06_00-21-57_label_B6-B2-0,5869,1,3.822702637990005e-05,-10.616250991821289,0,0,5,5.554106610361487e-05
50,Fast.Furious.2009__#00-25-59_00-26-25_label_B1-0-0,5944,0,1.6154798387901792e-08,-22.156505584716797,0,0,5,5.164734830032103e-06
51,Fast.Furious.2009__#00-42-10_00-42-41_label_B6-0-0,5983,0,0.0003446737246122211,-11.095006942749023,0,0,5,0.0010016686283051968
52,Fast.Furious.2009__#01-18-00_01-19-00_label_B2-B6-0,6032,3,1.0382027681998807e-07,-17.2916202545166,0,0,5,3.516439619488665e-07
53,Fast.Furious.2009__#01-29-10_01-29-55_label_B2-0-0,6122,3,0.00027750301524065435,-10.340214729309082,0,0,5,0.0003549480461515486
54,Fast.Furious.6.2013__#00-45-40_00-47-13_label_B2-0-0,6187,1,6.454016210355462e-10,-21.90183448791504,0,0,5,1.8725385686479967e-09
55,Fast.Furious.6.2013__#01-03-25_01-04-59_label_B1-0-0,6328,3,2.8060583190381294e-07,-16.52522087097168,0,0,5,3.0148245855343703e-07
56,Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0,6466,0,4.503280237599938e-08,-17.35993003845215,0,0,5,9.336219619626718e-08
57,Fury.2014__#00-07-30_00-07-58_label_G-0-0,6536,0,1.7170773958241625e-07,-18.254911422729492,0,0,5,9.32459624891635e-06
58,Fury.2014__#00-39-36_00-40-44_label_B1-B2-0,6578,0,7.719233252601043e-08,-16.715768814086914,0,0,5,1.644423264224315e-07
59,Gladiator.2000__#01-10-27_01-11-59_label_B1-0-0,6680,0,1.4094179050516686e-06,-14.731335639953613,0,0,5,6.769706487830263e-06
60,God.Bless.America.2011__#00-12-40_00-13-12_label_B2-0-0,6818,0,4.6918999032641295e-06,-14.575675964355469,0,0,5,1.3586943168775178e-05
61,God.Bless.America.2011__#00-38-25_00-39-37_label_B2-B5-0,6868,2,5.641558800562052e-06,-14.408675193786621,0,0,5,5.866911124030594e-06
62,God.Bless.America.2011__#01-32-00_01-32-50_label_B2-0-0,6978,4,4.910381539957598e-05,-11.638215065002441,0,0,5,5.2162533393129706e-05
63,GoldenEye.1995__#00-10-00_00-10-40_label_G-0-0,7050,1,0.0005133770755492151,-10.010232925415039,0,0,5,0.0037430478259921074
64,GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0,7111,2,4.231823425016046e-07,-16.571805953979492,0,0,5,4.4069440718885744e-07
65,GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0,7130,2,6.221745024959091e-06,-13.573488235473633,0,0,5,2.3445682018063962e-05
66,GoldenEye.1995__#02-02-15_02-02-47_label_B1-0-0,7390,4,0.009380140341818333,-5.657768249511719,0,0,5,0.016981931403279305
67,GoldenEye.1995__#02-03-40_02-04-13_label_G-0-0,7438,4,1.3462466085911728e-05,-13.654242515563965,1,1,5,0.08832250535488129
68,Haywire.2011__#00-03-51_00-05-12_label_B1-B2-0,7485,2,1.7066431601264753e-09,-22.14280891418457,0,0,5,1.7661081486153307e-09
69,Haywire.2011__#00-16-07_00-16-49_label_B1-0-0,7607,3,7.933550705274683e-07,-15.040877342224121,0,0,5,9.772329576662742e-07
70,Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0,7670,3,0.001093061058782041,-7.802905559539795,0,0,5,0.0012896888656541705
71,Haywire.2011__#01-20-20_01-21-57_label_B1-0-0,7909,1,0.007501814514398575,-5.000226974487305,0,0,5,0.007504410110414028
72,IP.Man.2.2010__#00-07-14_00-09-13_label_B1-0-0,8057,4,3.4738094623065763e-09,-21.53752326965332,0,0,5,6.362306237406301e-09
73,IP.Man.2.2010__#01-35-55_01-39-11_label_B1-0-0,8232,1,1.3966761969186337e-07,-17.207813262939453,0,0,5,7.64611286285799e-06
74,Ip.Man.2008__#00-46-51_00-47-30_label_B1-0-0,8525,0,0.00045448215678334236,-8.860483169555664,0,0,5,0.0007215153891593218
75,Ip.Man.2008__#00-48-57_00-50-47_label_B1-0-0,8583,0,0.00014420438674278557,-10.517210960388184,1,1,5,0.004697589669376612
76,Ip.Man.2008__#01-14-31_01-15-24_label_B1-0-0,8752,4,2.0800671052256803e-07,-15.85351848602295,0,0,5,4.4333876303426223e-07
77,Ip.Man.2008__#01-40-37_01-42-07_label_B4-0-0,8827,0,6.659746087933627e-09,-20.242124557495117,0,0,5,5.0681830288112906e-08
78,Ip.Man.3.2015__#00-17-51_00-18-51_label_B1-0-0,8966,4,0.001001579686999321,-7.347129821777344,1,1,5,0.0010950666619464755
79,Ip.Man.3.2015__#00-44-45_00-45-08_label_B1-0-0,9052,0,2.6178639018326066e-05,-13.18006420135498,0,0,5,0.001771246432326734
80,Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0,9089,3,3.429195771786908e-07,-15.337430000305176,0,0,5,4.596845997184573e-07
81,Jason.Bourne.2016__#0-17-25_0-18-53_label_B4-0-0,9828,4,1.4898138942953665e-05,-12.28439712524414,0,0,5,1.7016198398778215e-05
82,Jason.Bourne.2016__#0-29-48_0-30-29_label_B4-0-0,9960,4,0.0006182292709127069,-8.0445556640625,0,0,5,0.0012865378521382809
83,Jason.Bourne.2016__#0-50-20_0-50-30_label_G-0-0,10017,0,8.600159162597265e-06,-12.983964920043945,1,1,5,0.00014971803466323763
84,Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0,10033,1,3.0228633477236144e-05,-17.59255027770996,0,0,5,3.5070865123998374e-05
85,Kill.Bill.Vol.1.2003__#01-21-39_01-26-55_label_B1-0-0,10302,0,7.951253064675257e-05,-9.953241348266602,0,0,5,0.013038448989391327
86,Kill.Bill.Vol.1.2003__#01-26-56_01-28-18_label_B1-0-0,10780,4,0.00033309488208033144,-9.370989799499512,0,0,5,0.0009251229930669069
87,Kill.Bill.Vol.2.2004__#0-25-20_0-26-20_label_B2-0-0,10900,1,3.5608422876975965e-09,-20.56271743774414,0,0,5,4.501409911483734e-09
88,Kingsman.The.Golden.Circle.2017__#00-35-55_00-36-35_label_B1-0-0,10989,0,3.080644717101677e-07,-15.336514472961426,0,0,5,5.565113951888634e-07
89,Kingsman.The.Golden.Circle.2017__#00-41-22_00-41-32_label_B2-0-0,11053,4,4.458184221789452e-08,-21.185855865478516,0,0,5,4.318379467349587e-07
90,Kingsman.The.Secret.Service.2014__#00-22-10_00-23-10_label_B2-0-0,11064,0,4.082652793613306e-08,-18.611068725585938,1,1,5,3.2188131626753602e-06
91,Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0,11155,1,3.1332089633906435e-07,-16.911951065063477,0,0,5,3.2710173059058434e-07
92,Law.Abiding.Citizen.2009__#01-26-34_01-27-25_label_B2-0-0,11259,0,1.650000314157296e-07,-17.660280227661133,0,0,5,2.926752245002717e-07
93,Lord.of.War__#00-50-10_00-50-50_label_G-0-0,11338,3,9.912731002259534e-06,-13.18201732635498,0,0,5,2.2098909539636225e-05
94,Lord.of.War__#01-41-04_01-41-53_label_B1-0-0,11397,2,2.8056822642952284e-08,-18.103656768798828,0,0,5,4.040373724478741e-08
95,Love.Death.and.Robots.S01E10__#0-01-00_0-02-13_label_B2-G-0,11468,0,0.00016938138287514448,-9.288734436035156,0,0,5,0.0002580241998657584
96,Love.Death.and.Robots.S01E13__#0-11-48_0-12-07_label_G-0-0,11579,2,7.359321443800582e-06,-12.718833923339844,0,0,5,9.265405424230266e-06
97,Love.Death.and.Robots.S01E15__#0-05-38_0-06-18_label_G-0-0,11606,1,2.451520413160324e-05,-12.266966819763184,0,0,5,7.566301064798608e-05
98,Mindhunters.2004__#01-19-00_01-20-05_label_B2-0-0,11665,0,1.8938050061478862e-06,-14.075650215148926,1,1,5,0.002411571564152837
99,Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0,11762,0,7.058229695156015e-11,-24.523284912109375,0,0,5,1.3223237260717724e-07
100,Mission.Impossible.Fallout.2018__#00-39-18_00-40-36_label_B1-0-0,11895,0,1.9510626714236423e-07,-16.202533721923828,0,0,5,2.4154570610335213e-07
101,Mission.Impossible.Fallout.2018__#02-03-50_02-04-35_label_B1-0-0,12016,4,2.417413270450197e-06,-15.10100269317627,0,0,5,0.00019860317115671933
102,Mission.Impossible.Ghost.Protocol.2011__#00-01-18_00-01-40_label_B2-0-0,12079,0,0.0010280463611707091,-7.755906581878662,0,0,5,0.004107089247554541
103,Mission.Impossible.Ghost.Protocol.2011__#01-12-38_01-13-43_label_B1-0-0,12116,4,2.3741840493585187e-07,-16.119470596313477,0,0,5,0.0012741480022668839
104,Mission.Impossible.Ghost.Protocol.2011__#01-54-24_01-54-50_label_B1-0-0,12212,3,0.013221219182014465,-7.271862983703613,0,0,5,0.024721965193748474
105,Mission.Impossible.Ghost.Protocol.2011__#01-56-52_01-57-03_label_B1-0-0,12249,1,0.002048020949587226,-8.855189323425293,0,0,5,0.0021954088006168604
106,Mission.Impossible.II.2000__#01-18-55_01-20-53_label_B2-0-0,12268,4,1.2044182540194015e-08,-19.330852508544922,0,0,5,2.3997809961429084e-08
107,Mission.Impossible.II.2000__#01-25-08_01-25-31_label_B2-0-0,12442,1,0.00010447523527545854,-11.53930950164795,1,1,5,0.00017916459182742983
108,Mission.Impossible.II.2000__#01-29-30_01-29-44_label_B1-0-0,12475,0,8.623868052382022e-05,-11.374316215515137,0,0,5,0.00011363929661456496
109,Mission.Impossible.II.2000__#01-32-56_01-33-25_label_B1-0-0,12500,4,1.4144522708647855e-07,-17.071462631225586,0,0,5,1.3653479982167482e-06
110,Mission.Impossible.II.2000__#01-38-25_01-38-41_label_B2-B5-0,12539,0,0.0003557421441655606,-9.861510276794434,0,0,5,0.0010277190012857318
111,Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0,12566,3,1.9740657080546953e-05,-11.538622856140137,1,1,5,3.29543836414814e-05
112,Mission.Impossible.III.2006__#00-19-56_00-20-26_label_B2-0-0,12639,0,2.7780415621236898e-05,-10.972611427307129,0,0,5,7.055865717120469e-05
113,Mission.Impossible.III.2006__#00-56-23_00-56-40_label_G-0-0,12684,0,4.071343209943734e-05,-11.362942695617676,0,0,5,8.388925198232755e-05
114,Mission.Impossible.III.2006__#01-06-52_01-07-15_label_G-0-0,12709,0,5.115861767990282e-06,-14.238234519958496,0,0,5,0.05130470544099808
115,Mission.Impossible.III.2006__#01-54-02_01-54-40_label_B2-0-0,12744,1,6.79361233935083e-09,-20.80765151977539,0,0,5,1.2064882426443546e-08
116,Mission.Impossible.V.Rogue.Nation.2015__#00-14-40_00-17-12_label_B1-0-0,12800,0,6.0863927501486614e-05,-11.087916374206543,0,0,5,0.00011637283023446798
117,Mission.Impossible.V.Rogue.Nation.2015__#00-17-27_00-17-55_label_B2-0-0,13028,0,6.01045940129552e-06,-13.051531791687012,0,0,5,1.8801292753778398e-05
118,Mission.Impossible.V.Rogue.Nation.2015__#01-15-52_01-16-48_label_B6-B2-0,13073,3,6.558760645702932e-08,-17.81110191345215,0,0,5,7.889069024713535e-07
119,Mission.Impossible.V.Rogue.Nation.2015__#01-19-48_01-20-20_label_B6-0-0,13154,0,8.443927072221413e-06,-11.926128387451172,0,0,5,0.00010825810022652149
120,Mission.Impossible.V.Rogue.Nation.2015__#01-54-23_01-55-10_label_B2-0-0,13203,1,1.1365624459358514e-06,-14.376299858093262,0,0,5,4.159732725383947e-06
121,New.Kids.Turbo.2010__#00-22-35_00-23-14_label_B1-0-0,13275,3,1.5707783518337237e-07,-15.976017951965332,0,0,5,5.295198661769973e-07
122,New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0,13331,1,9.396719065080106e-07,-14.889582633972168,0,0,5,1.896823050628882e-06
123,Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0,13365,4,9.879104112542336e-08,-16.2602596282959,0,0,5,3.953769578401989e-07
124,Operation.Red.Sea.2018__#0-16-06_0-16-46_label_G-0-0,13395,4,6.5178071828597695e-09,-19.866926193237305,0,0,5,1.241790300809953e-06
125,Operation.Red.Sea.2018__#0-25-36_0-26-03_label_G-0-0,13454,3,0.00026870323927141726,-10.031435012817383,0,0,5,0.00029083300614729524
126,Operation.Red.Sea.2018__#0-29-36_0-30-20_label_B2-G-0,13492,1,0.0005632613901980221,-8.000521659851074,0,0,5,0.0018472105730324984
127,Operation.Red.Sea.2018__#0-56-26_0-57-10_label_G-0-0,13558,1,7.919291965663433e-05,-10.400554656982422,0,0,5,0.000702718913089484
128,Operation.Red.Sea.2018__#01-20-58_01-22-00_label_B5-0-0,13624,1,1.3244093111097754e-07,-17.410818099975586,0,0,5,1.5696201671744348e-07
129,Operation.Red.Sea.2018__#01-37-22_01-37-36_label_G-B2-0,13718,2,3.078834924963303e-05,-11.743767738342285,0,0,5,4.447222818271257e-05
130,Quantum.Of.Solace.2008__#01-19-30_01-20-05_label_B1-0-0,13740,3,2.5001675112434896e-06,-15.425864219665527,0,0,5,8.313691068906337e-06
131,Quantum.Of.Solace.2008__#01-30-26_01-30-42_label_B2-B1-0,13790,1,1.1004573025275022e-05,-13.144747734069824,1,1,5,3.15064171445556e-05
132,Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G,13817,4,1.8088657327552937e-07,-17.431318283081055,0,0,5,4.721216100733727e-06
133,Rush.Hour.1998.BluRay__#00-11-05_00-12-10_label_B2-B1-0,13914,1,9.287600164498144e-07,-15.5059814453125,0,0,5,1.048523358804232e-06
134,Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0,14014,4,5.8937537687597796e-05,-10.797174453735352,0,0,5,5.9043253713753074e-05
135,Rush.Hour.1998.BluRay__#01-25-21_01-25-46_label_B2-0-0,14117,2,0.00014763169747311622,-10.435409545898438,0,0,5,0.0003013205714523792
136,Rush.Hour.3.2007.BluRay__#00-04-59_00-05-31_label_B2-0-0,14156,4,2.1077993950929796e-12,-28.519657135009766,0,0,5,2.1293244945042034e-12
137,Rush.Hour.3.2007.BluRay__#00-34-11_00-35-46_label_B1-0-0,14203,3,5.790503109892597e-06,-14.297477722167969,0,0,5,3.716109858942218e-05
138,Rush.Hour.3.2007.BluRay__#00-40-56_00-41-52_label_B2-0-0,14342,0,1.3024751979173743e-06,-14.423187255859375,0,0,5,1.8545899820310296e-06
139,Rush.Hour.3.2007.BluRay__#01-12-16_01-12-36_label_B1-0-0,14426,0,0.0016250871121883392,-6.665374755859375,1,1,5,0.002696195151656866
140,Salt.2010__#00-17-40_00-18-16_label_B1-0-0,14460,4,5.4590356739936396e-05,-10.847310066223145,0,0,5,5.6411732657579705e-05
141,Salt.2010__#01-06-27_01-07-07_label_G-B2-0,14511,1,5.910723302804399e-06,-14.918487548828125,1,1,5,1.5260346117429435e-05
142,Salt.2010__#01-12-05_01-12-32_label_B2-G-0,14572,2,0.0006696412456221879,-8.56168270111084,0,0,5,0.0007867907988838851
143,Saving.Private.Ryan.1998__#00-47-50_00-49-35_label_B2-0-0,14613,3,1.53971377869766e-08,-19.350772857666016,0,0,5,1.5838072187079888e-08
144,Saving.Private.Ryan.1998__#02-16-58_02-17-13_label_G-0-0,14767,0,0.00012437967234291136,-10.355718612670898,0,0,5,0.0001479093625675887
145,Saving.Private.Ryan.1998__#02-20-00_02-20-13_label_G-0-0,14789,0,3.3681769195936795e-07,-16.249427795410156,0,0,5,3.610107057738787e-07
146,Saving.Private.Ryan.1998__#02-23-00_02-23-28_label_B1-0-0,14808,0,3.409840792301111e-05,-11.280789375305176,0,0,5,0.010378044098615646
147,Saving.Private.Ryan.1998__#02-23-58_02-24-18_label_G-0-0,14852,2,1.0771788083729916e-07,-16.801761627197266,0,0,5,1.68245179565929e-07
148,Saving.Private.Ryan.1998__#02-24-18_02-25-42_label_B1-0-0,14882,2,3.7402667203423334e-06,-13.161514282226562,0,0,5,1.422956665919628e-05
149,Saving.Private.Ryan.1998__#02-25-42_02-26-03_label_B2-0-0,15008,2,1.86654801836994e-07,-19.156002044677734,0,0,5,3.039652654024394e-07
150,Shoot.Em.Up.2007__#00-32-40_00-35-10_label_B2-0-0,15038,1,5.175301520665698e-09,-22.540800094604492,0,0,5,4.761840344258417e-08
151,Shoot.Em.Up.2007__#00-53-25_00-56-47_label_B2-0-0,15264,2,2.532342477934435e-06,-16.12210464477539,0,0,5,2.5454910428379662e-06
152,Shoot.Em.Up.2007__#00-56-56_00-57-15_label_B2-0-0,15567,2,6.409122192962968e-07,-17.22943115234375,1,1,5,0.00016880992916412652
153,Sin.City.2005__#0-06-42_0-07-06_label_B1-0-0,15595,2,8.671835871609801e-08,-16.372652053833008,0,0,5,1.366719857287535e-07
154,Sin.City.2005__#0-10-40_0-11-40_label_B2-0-0,15630,1,0.00010492530418559909,-9.814552307128906,0,0,5,0.0001312879176111892
155,Sin.City.2005__#0-22-04_0-22-18_label_B5-0-0,15719,0,0.002757839858531952,-8.590594291687012,1,1,5,0.0049100276082754135
156,Sin.City.2005__#0-29-34_0-29-56_label_B2-0-0,15740,0,4.801486852556991e-07,-15.590845108032227,0,0,5,1.0047896239484544e-06
157,Sin.City.2005__#0-32-00_0-32-16_label_B2-0-0,15776,3,4.038434724407125e-07,-15.066055297851562,0,0,5,8.331674621331331e-07
158,Sin.City.2005__#0-43-45_0-44-01_label_B2-0-0,15798,1,4.191958851151867e-07,-16.17253303527832,0,0,5,1.6853599618116277e-06
159,Sin.City.2005__#01-19-08_01-19-23_label_G-0-0,15821,0,9.961417246628912e-10,-21.49947166442871,0,0,5,7.752512232173103e-08
160,Sin.City.2005__#01-51-59_01-52-29_label_B2-0-0,15844,1,0.006920305546373129,-6.556429386138916,0,0,5,0.011339863762259483
161,Skyfall.2012__#00-03-22_00-03-40_label_B6-0-0,15888,0,4.123729979710333e-08,-18.59541893005371,0,0,5,0.0003100256435573101
162,Skyfall.2012__#00-06-10_00-06-25_label_B6-0-0,15918,3,1.647196950216312e-05,-11.35753059387207,0,0,5,0.0023733379784971476
163,Skyfall.2012__#01-20-05_01-20-20_label_B1-B2-0,15938,1,2.9888482799833582e-09,-20.68474769592285,0,0,5,6.694251375449767e-09
164,Skyfall.2012__#01-55-44_01-56-57_label_B2-G-0,15962,3,9.063179459189996e-05,-10.355352401733398,1,1,5,0.0001123526890296489
165,Skyfall.2012__#01-57-40_01-58-00_label_B2-0-0,16070,2,6.158956580293307e-07,-16.959508895874023,1,1,5,6.848282646387815e-05
166,Skyfall.2012__#02-08-44_02-09-17_label_B1-0-0,16098,0,1.6810585293569602e-05,-12.23150634765625,0,0,5,0.0327930748462677
167,Spectre.2015__#00-44-05_00-44-40_label_B1-B2-0,16147,0,3.5748264508583816e-06,-12.841409683227539,0,0,5,5.2064833653275855e-06
168,Spectre.2015__#01-08-58_01-09-20_label_B1-B2-0,16201,2,7.127636763470946e-06,-12.738184928894043,0,0,5,3.2241237931884825e-05
169,Spectre.2015__#01-10-35_01-10-53_label_B2-0-0,16232,0,6.352113928187464e-07,-15.17375659942627,0,0,5,6.823331091254659e-07
170,Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0,16259,0,3.759452738449909e-05,-10.711694717407227,0,0,5,6.59739671391435e-05
171,Spectre.2015__#02-02-57_02-03-27_label_B1-B2-0,16506,0,7.228365575429052e-05,-10.447131156921387,0,0,5,0.00015321213868446648
172,Spectre.2015__#02-15-30_02-16-05_label_G-0-0,16553,2,1.930659436766291e-06,-14.022598266601562,0,0,5,8.511984560755081e-06
173,Taken.2.UNRATED.EXTENDED.2012__#00-13-42_00-14-16_label_B5-0-0,16603,0,0.001586905331350863,-9.95743465423584,0,0,5,0.007705691270530224
174,Taken.2.UNRATED.EXTENDED.2012__#00-45-50_00-46-20_label_G-0-0,16656,2,1.037415358950966e-06,-14.722071647644043,0,0,5,4.1819748730631545e-06
175,Taken.2.UNRATED.EXTENDED.2012__#01-00-00_01-00-16_label_B2-0-0,16702,3,1.2118838377261909e-08,-18.611539840698242,0,0,5,1.0340311007439595e-07
