vid_idx,vid_name,global_idx,local_idx_in_prefix,prob,logit,gt_label,is_error,prefix_len,threshold
7,Braveheart.1995__#00-56-30_00-57-20_label_B1-0-0,838,5,9.046257076761322e-10,-26.443418502807617,1,1,20,2.6671458375204793e-09
7,Braveheart.1995__#00-56-30_00-57-20_label_B1-0-0,843,10,2.9553315350483444e-10,-22.99705696105957,1,1,20,2.6671458375204793e-09
8,Braveheart.1995__#01-26-50_01-32-30_label_B1-0-0,921,13,1.694932016960138e-08,-25.373262405395508,0,0,20,0.23252451419830322
8,Braveheart.1995__#01-26-50_01-32-30_label_B1-0-0,924,16,0.002833327744156122,-18.829181671142578,0,0,20,0.23252451419830322
9,Braveheart.1995__#02-05-34_02-06-40_label_B1-0-0,1435,17,3.0015055472176755e-06,-17.379791259765625,1,1,20,0.003127490868791938
9,Braveheart.1995__#02-05-34_02-06-40_label_B1-0-0,1436,18,9.188632361656346e-07,-17.53302001953125,1,1,20,0.003127490868791938
10,Braveheart.1995__#02-07-00_02-08-15_label_B1-0-0,1517,0,0.3031277060508728,-4.289644718170166,0,0,20,0.33885613083839417
10,Braveheart.1995__#02-07-00_02-08-15_label_B1-0-0,1518,1,0.0007671014755032957,-13.630195617675781,0,0,20,0.33885613083839417
11,Brick.Mansions.2014__#00-11-57_00-12-12_label_B2-0-0,1641,12,5.529217972366496e-09,-32.09577178955078,0,0,20,0.33006080985069275
11,Brick.Mansions.2014__#00-11-57_00-12-12_label_B2-0-0,1642,13,1.8989996988239e-06,-26.34235954284668,0,0,20,0.33006080985069275
12,Brick.Mansions.2014__#00-16-26_00-17-12_label_B1-0-0,1663,12,0.8821839690208435,10.979894638061523,1,1,20,0.9508677124977112
12,Brick.Mansions.2014__#00-16-26_00-17-12_label_B1-0-0,1669,18,0.8796365857124329,9.612143516540527,1,1,20,0.9508677124977112
13,Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0,1724,4,0.010663806460797787,-15.458989143371582,0,0,20,0.09813372045755386
13,Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0,1732,12,7.142634422052652e-05,-27.124250411987305,0,0,20,0.09813372045755386
14,Brick.Mansions.2014__#01-02-00_01-02-43_label_B2-0-0,1831,5,0.00013425204087980092,-27.612829208374023,0,0,20,0.15328222513198853
14,Brick.Mansions.2014__#01-02-00_01-02-43_label_B2-0-0,1838,12,0.09059273451566696,-25.990514755249023,0,0,20,0.15328222513198853
15,Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0,1896,6,0.34990307688713074,-1.4868443012237549,0,0,20,0.3894089162349701
15,Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0,1900,10,0.2602500915527344,-3.1348037719726562,1,1,20,0.3894089162349701
16,Bullet.in.the.Head.1990__#00-23-31_00-24-40_label_G-0-0,2033,1,1.3389067632374463e-10,-33.18213653564453,0,0,20,9.402420886317486e-08
16,Bullet.in.the.Head.1990__#00-23-31_00-24-40_label_G-0-0,2034,2,5.879869480196476e-09,-30.067157745361328,0,0,20,9.402420886317486e-08
17,Bullet.in.the.Head.1990__#00-41-30_00-44-16_label_B4-G-0,2153,18,1.0470932465977967e-05,-19.966440200805664,0,0,20,0.009419347159564495
17,Bullet.in.the.Head.1990__#00-41-30_00-44-16_label_B4-G-0,2154,19,2.0838435375480913e-05,-24.221206665039062,0,0,20,0.009419347159564495
18,Bullet.in.the.Head.1990__#01-26-30_01-27-34_label_B2-0-0,2396,12,0.0004872756253462285,-21.243085861206055,0,0,20,0.16316528618335724
18,Bullet.in.the.Head.1990__#01-26-30_01-27-34_label_B2-0-0,2397,13,0.09995143115520477,-17.61896324157715,0,0,20,0.16316528618335724
19,Bullet.in.the.Head.1990__#01-45-21_01-46-20_label_B2-0-0,2481,1,0.7418229579925537,3.1819076538085938,0,0,20,0.8794911503791809
19,Bullet.in.the.Head.1990__#01-45-21_01-46-20_label_B2-0-0,2499,19,0.6815282702445984,6.115193843841553,0,0,20,0.8794911503791809
20,Bullet.in.the.Head.1990__#02-02-00_02-05-22_label_B2-B6-G,2583,15,6.782472337363288e-05,-23.040260314941406,1,1,20,0.47977516055107117
20,Bullet.in.the.Head.1990__#02-02-00_02-05-22_label_B2-B6-G,2584,16,3.1552039558846445e-07,-26.13923454284668,1,1,20,0.47977516055107117
21,Casino.Royale.2006__#00-18-30_00-19-20_label_G-B2-0,2872,1,0.14166100323200226,-14.106024742126465,0,0,20,0.24626237154006958
21,Casino.Royale.2006__#00-18-30_00-19-20_label_G-B2-0,2884,13,0.10004062950611115,-13.400713920593262,0,0,20,0.24626237154006958
22,Casino.Royale.2006__#00-50-05_00-51-16_label_B1-B2-B6,2959,13,0.5615159869194031,4.9876298904418945,0,0,20,0.8029062747955322
22,Casino.Royale.2006__#00-50-05_00-51-16_label_B1-B2-B6,2960,14,0.8027032017707825,11.619462966918945,0,0,20,0.8029062747955322
23,Casino.Royale.2006__#00-51-16_00-52-41_label_B1-B6-0,3053,1,0.11456697434186935,-10.62067699432373,0,0,20,0.38368430733680725
23,Casino.Royale.2006__#00-51-16_00-52-41_label_B1-B6-0,3056,4,0.19524776935577393,-7.245285987854004,1,1,20,0.38368430733680725
24,Casino.Royale.2006__#01-17-29_01-17-46_label_B1-0-0,3183,4,0.7590733766555786,7.969967842102051,0,0,20,0.7876065373420715
24,Casino.Royale.2006__#01-17-29_01-17-46_label_B1-0-0,3198,19,0.7382728457450867,6.930083751678467,1,1,20,0.7876065373420715
25,Casino.Royale.2006__#01-46-40_01-47-14_label_B6-0-0,3204,0,0.1549241840839386,-5.867612361907959,0,0,20,0.34102606773376465
25,Casino.Royale.2006__#01-46-40_01-47-14_label_B6-0-0,3211,7,0.18693125247955322,-5.874888896942139,0,0,20,0.34102606773376465
26,City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0,3255,0,0.5714866518974304,-0.3965132534503937,0,0,20,0.7096571326255798
26,City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0,3256,1,0.6833861470222473,3.889683485031128,0,0,20,0.7096571326255798
27,City.Of.Men.2007__#00-57-37_00-58-27_label_B2-0-0,3417,11,2.1590701635432197e-06,-26.378376007080078,0,0,20,0.0007374173728749156
27,City.Of.Men.2007__#00-57-37_00-58-27_label_B2-0-0,3418,12,1.638718849505949e-08,-25.41522216796875,0,0,20,0.0007374173728749156
28,City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0,3491,10,0.3923572599887848,-0.46731215715408325,0,0,20,0.6016025543212891
28,City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0,3492,11,0.5927093625068665,3.1940789222717285,0,0,20,0.6016025543212891
29,City.Of.Men.2007__#01-35-30_01-36-00_label_B2-0-0,3535,6,0.34518882632255554,-1.5127443075180054,0,0,20,0.4549323618412018
29,City.Of.Men.2007__#01-35-30_01-36-00_label_B2-0-0,3546,17,0.04812619090080261,-13.593091011047363,0,0,20,0.4549323618412018
30,City.of.God.2002__#00-37-20_00-38-02_label_B5-0-0,3578,4,0.31509652733802795,-4.50479793548584,0,0,20,0.3737556040287018
30,City.of.God.2002__#00-37-20_00-38-02_label_B5-0-0,3579,5,0.3567233681678772,-7.048006534576416,0,0,20,0.3737556040287018
31,City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0,3637,0,0.6534311175346375,5.465481281280518,0,0,20,0.7583650946617126
31,City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0,3643,6,0.7146748900413513,4.670898914337158,0,0,20,0.7583650946617126
32,City.of.God.2002__#01-24-10_01-25-10_label_B2-0-0,3764,16,0.6150335669517517,3.29198956489563,0,0,20,0.6390471458435059
32,City.of.God.2002__#01-24-10_01-25-10_label_B2-0-0,3765,17,0.5800145268440247,0.655064046382904,0,0,20,0.6390471458435059
33,City.of.God.2002__#01-52-20_01-54-32_label_B2-0-0,3847,9,0.19509828090667725,-7.538520812988281,0,0,20,0.3556833565235138
33,City.of.God.2002__#01-52-20_01-54-32_label_B2-0-0,3854,16,4.268435077392496e-05,-15.833144187927246,0,0,20,0.3556833565235138
34,Crank.Dircut.2006__#0-27-42_0-29-01_label_B1-0-0,4050,14,0.00012509884254541248,-20.177928924560547,0,0,20,0.0009945465717464685
34,Crank.Dircut.2006__#0-27-42_0-29-01_label_B1-0-0,4054,18,3.0481888302347215e-07,-20.32401466369629,0,0,20,0.0009945465717464685
35,Deadpool.2.2018__#0-04-46_0-05-01_label_B2-0-0,4155,1,0.40745002031326294,-0.5476576685905457,0,0,20,0.5510414242744446
35,Deadpool.2.2018__#0-04-46_0-05-01_label_B2-0-0,4164,10,0.31624636054039,-4.9954423904418945,1,1,20,0.5510414242744446
36,Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0,4194,18,0.14412006735801697,-6.677249431610107,1,1,20,0.4183521568775177
36,Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0,4195,19,0.26972445845603943,-8.470666885375977,1,1,20,0.4183521568775177
37,Deadpool.2.2018__#01-03-09_01-03-54_label_B4-0-0,4261,10,0.42606887221336365,-1.1292089223861694,0,0,20,0.4491684138774872
37,Deadpool.2.2018__#01-03-09_01-03-54_label_B4-0-0,4270,19,0.2971535921096802,-13.252211570739746,0,0,20,0.4491684138774872
38,Deadpool.2016__#0-18-58_0-19-20_label_B1-0-0,4324,6,0.29409000277519226,-6.936875343322754,1,1,20,0.5507106184959412
38,Deadpool.2016__#0-18-58_0-19-20_label_B1-0-0,4337,19,0.336839884519577,-4.044093132019043,1,1,20,0.5507106184959412
39,Death.Proof.2007__#00-45-05_00-47-36_label_B5-0-0,4354,3,0.24938693642616272,-3.5290794372558594,0,0,20,0.2966216206550598
39,Death.Proof.2007__#00-45-05_00-47-36_label_B5-0-0,4367,16,0.2738228440284729,-8.764001846313477,0,0,20,0.2966216206550598
40,Death.Proof.2007__#01-40-41_01-42-17_label_B5-B6-0,4580,3,0.38281574845314026,-1.6815464496612549,0,0,20,0.5434487462043762
40,Death.Proof.2007__#01-40-41_01-42-17_label_B5-B6-0,4582,5,0.29168930649757385,-6.118105411529541,0,0,20,0.5434487462043762
41,Desperado.1995__#00-16-48_00-18-52_label_B1-0-0,4723,2,0.018579525873064995,-21.159555435180664,1,1,20,0.17454926669597626
41,Desperado.1995__#00-16-48_00-18-52_label_B1-0-0,4728,7,0.05378413200378418,-13.004019737243652,0,0,20,0.17454926669597626
42,Desperado.1995__#00-38-36_00-39-21_label_B1-B2-0,4913,6,0.09157054126262665,-8.91694450378418,0,0,20,0.3872388005256653
42,Desperado.1995__#00-38-36_00-39-21_label_B1-B2-0,4922,15,0.3146042227745056,-3.490670919418335,0,0,20,0.3872388005256653
43,Desperado.1995__#01-14-11_01-17-28_label_B2-G-0,4986,12,0.29976609349250793,-8.93309497833252,0,0,20,0.44504672288894653
43,Desperado.1995__#01-14-11_01-17-28_label_B2-G-0,4987,13,0.20003533363342285,-10.2171049118042,0,0,20,0.44504672288894653
44,Election.2005__#00-47-57_00-50-54_label_B5-0-0,5282,13,9.538701425948481e-12,-32.79362869262695,1,1,20,5.063152639195323e-05
44,Election.2005__#00-47-57_00-50-54_label_B5-0-0,5283,14,8.436241150100443e-10,-26.763463973999023,1,1,20,5.063152639195323e-05
45,Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0,5540,6,6.057248924662417e-09,-29.23585319519043,1,1,20,0.026784323155879974
45,Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0,5553,19,0.0002047202578978613,-16.730100631713867,1,1,20,0.026784323155879974
46,Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0,5571,13,4.865720484303893e-07,-23.103696823120117,1,1,20,0.004663275554776192
46,Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0,5575,17,1.30547078924792e-07,-26.812469482421875,1,1,20,0.004663275554776192
47,Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0,5601,15,3.512554712870042e-06,-21.38442039489746,1,1,20,0.01672033593058586
47,Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0,5602,16,3.990610366599867e-07,-21.29335594177246,1,1,20,0.01672033593058586
48,Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0,5632,1,5.270000474411063e-05,-14.214090347290039,0,0,20,0.04996035248041153
48,Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0,5650,19,0.03644997254014015,-18.245656967163086,1,1,20,0.04996035248041153
49,Fast.Furious.2009__#00-21-06_00-21-57_label_B6-B2-0,5872,4,0.4210451543331146,-3.9643800258636475,0,0,20,0.5211566090583801
49,Fast.Furious.2009__#00-21-06_00-21-57_label_B6-B2-0,5873,5,0.13186804950237274,-6.403988838195801,0,0,20,0.5211566090583801
50,Fast.Furious.2009__#00-25-59_00-26-25_label_B1-0-0,5951,7,4.230909325997345e-05,-15.553318977355957,0,0,20,0.0871506780385971
50,Fast.Furious.2009__#00-25-59_00-26-25_label_B1-0-0,5952,8,0.0035531700123101473,-17.028766632080078,0,0,20,0.0871506780385971
51,Fast.Furious.2009__#00-42-10_00-42-41_label_B6-0-0,5992,9,0.9582361578941345,22.023698806762695,1,1,20,0.9815216660499573
51,Fast.Furious.2009__#00-42-10_00-42-41_label_B6-0-0,6002,19,0.9492975473403931,13.158047676086426,1,1,20,0.9815216660499573
52,Fast.Furious.2009__#01-18-00_01-19-00_label_B2-B6-0,6029,0,0.1952698826789856,-15.95435619354248,0,0,20,0.6720849275588989
52,Fast.Furious.2009__#01-18-00_01-19-00_label_B2-B6-0,6036,7,0.644639790058136,2.031770706176758,0,0,20,0.6720849275588989
53,Fast.Furious.2009__#01-29-10_01-29-55_label_B2-0-0,6119,0,0.0019105843966826797,-13.819116592407227,0,0,20,0.5205746293067932
53,Fast.Furious.2009__#01-29-10_01-29-55_label_B2-0-0,6120,1,0.05082882568240166,-14.342183113098145,0,0,20,0.5205746293067932
54,Fast.Furious.6.2013__#00-45-40_00-47-13_label_B2-0-0,6197,11,0.00015171663835644722,-18.628406524658203,1,1,20,0.0013194489292800426
54,Fast.Furious.6.2013__#00-45-40_00-47-13_label_B2-0-0,6205,19,8.476290531689301e-05,-18.15028953552246,0,0,20,0.0013194489292800426
55,Fast.Furious.6.2013__#01-03-25_01-04-59_label_B1-0-0,6335,10,0.26207423210144043,-2.2609567642211914,0,0,20,0.3004215359687805
55,Fast.Furious.6.2013__#01-03-25_01-04-59_label_B1-0-0,6336,11,0.21939902007579803,-1.9029079675674438,0,0,20,0.3004215359687805
56,Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0,6470,4,4.262007191613293e-09,-26.53898048400879,0,0,20,1.7474532043593172e-08
56,Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0,6477,11,3.5156919042655943e-10,-29.91921043395996,0,0,20,1.7474532043593172e-08
57,Fury.2014__#00-07-30_00-07-58_label_G-0-0,6544,8,0.3415057361125946,-5.554502964019775,1,1,20,0.35892871022224426
57,Fury.2014__#00-07-30_00-07-58_label_G-0-0,6552,16,0.2664611339569092,-8.854090690612793,0,0,20,0.35892871022224426
58,Fury.2014__#00-39-36_00-40-44_label_B1-B2-0,6592,14,0.22857533395290375,-9.138154983520508,1,1,20,0.37404364347457886
58,Fury.2014__#00-39-36_00-40-44_label_B1-B2-0,6594,16,0.24689161777496338,-5.330709457397461,1,1,20,0.37404364347457886
59,Gladiator.2000__#01-10-27_01-11-59_label_B1-0-0,6693,13,0.1585128754377365,-12.549379348754883,0,0,20,0.3747301995754242
59,Gladiator.2000__#01-10-27_01-11-59_label_B1-0-0,6698,18,0.17566309869289398,-5.842350482940674,0,0,20,0.3747301995754242
60,God.Bless.America.2011__#00-12-40_00-13-12_label_B2-0-0,6835,17,0.4898904263973236,-2.463130235671997,1,1,20,0.5155069828033447
60,God.Bless.America.2011__#00-12-40_00-13-12_label_B2-0-0,6836,18,0.4719002842903137,-4.725409984588623,1,1,20,0.5155069828033447
61,God.Bless.America.2011__#00-38-25_00-39-37_label_B2-B5-0,6866,0,0.5283409953117371,-0.15047454833984375,0,0,20,0.594113290309906
61,God.Bless.America.2011__#00-38-25_00-39-37_label_B2-B5-0,6883,17,0.5190044641494751,1.3090084791183472,0,0,20,0.594113290309906
62,God.Bless.America.2011__#01-32-00_01-32-50_label_B2-0-0,6980,6,0.9999678730964661,19.238264083862305,0,0,20,0.9999963045120239
62,God.Bless.America.2011__#01-32-00_01-32-50_label_B2-0-0,6983,9,0.8306917548179626,13.617711067199707,1,1,20,0.9999963045120239
63,GoldenEye.1995__#00-10-00_00-10-40_label_G-0-0,7056,7,6.933137228770647e-06,-26.1904354095459,0,0,20,0.2672029733657837
63,GoldenEye.1995__#00-10-00_00-10-40_label_G-0-0,7057,8,9.404118372913217e-08,-18.718183517456055,0,0,20,0.2672029733657837
64,GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0,7126,17,0.43990907073020935,-2.738546848297119,0,0,19,0.5679705142974854
64,GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0,7127,18,6.104072963353246e-05,-16.742427825927734,0,0,19,0.5679705142974854
65,GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0,7146,18,0.35475796461105347,-4.181895732879639,0,0,20,0.5659252405166626
65,GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0,7147,19,0.10103831440210342,-16.17501449584961,0,0,20,0.5659252405166626
66,GoldenEye.1995__#02-02-15_02-02-47_label_B1-0-0,7398,12,0.002870949450880289,-15.895212173461914,1,1,20,0.06954406201839447
66,GoldenEye.1995__#02-02-15_02-02-47_label_B1-0-0,7399,13,1.2194228474982083e-05,-27.403430938720703,1,1,20,0.06954406201839447
67,GoldenEye.1995__#02-03-40_02-04-13_label_G-0-0,7446,12,9.8480259111966e-06,-18.767017364501953,1,1,20,0.34730932116508484
67,GoldenEye.1995__#02-03-40_02-04-13_label_G-0-0,7453,19,0.004261137451976538,-12.16092586517334,1,1,20,0.34730932116508484
68,Haywire.2011__#00-03-51_00-05-12_label_B1-B2-0,7485,2,0.9498894810676575,7.71120023727417,0,0,20,0.9891324043273926
68,Haywire.2011__#00-03-51_00-05-12_label_B1-B2-0,7487,4,0.9000520706176758,8.398306846618652,0,0,20,0.9891324043273926
69,Haywire.2011__#00-16-07_00-16-49_label_B1-0-0,7608,4,0.23831184208393097,-5.8651299476623535,0,0,20,0.32224041223526
69,Haywire.2011__#00-16-07_00-16-49_label_B1-0-0,7610,6,0.30805864930152893,-3.8273696899414062,0,0,20,0.32224041223526
70,Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0,7667,0,0.45322608947753906,-0.694673478603363,0,0,20,0.678943932056427
70,Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0,7672,5,0.5450296998023987,0.21298246085643768,0,0,20,0.678943932056427
71,Haywire.2011__#01-20-20_01-21-57_label_B1-0-0,7911,3,2.044306723902878e-09,-22.794448852539062,0,0,20,3.974771178860692e-09
71,Haywire.2011__#01-20-20_01-21-57_label_B1-0-0,7922,14,2.342209759476077e-09,-22.2637996673584,0,0,20,3.974771178860692e-09
72,IP.Man.2.2010__#00-07-14_00-09-13_label_B1-0-0,8065,12,0.21216554939746857,-14.362475395202637,0,0,20,0.6165515780448914
72,IP.Man.2.2010__#00-07-14_00-09-13_label_B1-0-0,8067,14,0.3565813899040222,-5.48885440826416,0,0,20,0.6165515780448914
73,IP.Man.2.2010__#01-35-55_01-39-11_label_B1-0-0,8242,11,0.837710976600647,7.274566650390625,0,0,20,0.8922227621078491
73,IP.Man.2.2010__#01-35-55_01-39-11_label_B1-0-0,8246,15,0.7056825757026672,4.9127116203308105,0,0,20,0.8922227621078491
74,Ip.Man.2008__#00-46-51_00-47-30_label_B1-0-0,8534,9,0.0018949877703562379,-11.930719375610352,0,0,20,0.11794259399175644
74,Ip.Man.2008__#00-46-51_00-47-30_label_B1-0-0,8536,11,0.09386410564184189,-10.26317310333252,0,0,20,0.11794259399175644
75,Ip.Man.2008__#00-48-57_00-50-47_label_B1-0-0,8601,18,0.09915778785943985,-12.028197288513184,0,0,20,0.1564548760652542
75,Ip.Man.2008__#00-48-57_00-50-47_label_B1-0-0,8602,19,2.052084255410591e-06,-23.304214477539062,0,0,20,0.1564548760652542
76,Ip.Man.2008__#01-14-31_01-15-24_label_B1-0-0,8756,8,0.10319868475198746,-5.776783466339111,0,0,20,0.1820421665906906
76,Ip.Man.2008__#01-14-31_01-15-24_label_B1-0-0,8757,9,0.00020316848531365395,-23.903486251831055,0,0,20,0.1820421665906906
77,Ip.Man.2008__#01-40-37_01-42-07_label_B4-0-0,8832,5,8.796393444754358e-07,-25.21836280822754,0,0,20,3.970514626416843e-06
77,Ip.Man.2008__#01-40-37_01-42-07_label_B4-0-0,8834,7,1.0934315923805116e-06,-20.967914581298828,1,1,20,3.970514626416843e-06
78,Ip.Man.3.2015__#00-17-51_00-18-51_label_B1-0-0,8972,10,0.4780261218547821,6.123098850250244,0,0,20,0.6357368230819702
78,Ip.Man.3.2015__#00-17-51_00-18-51_label_B1-0-0,8973,11,0.4006023406982422,-1.3057869672775269,0,0,20,0.6357368230819702
79,Ip.Man.3.2015__#00-44-45_00-45-08_label_B1-0-0,9054,2,0.5001596212387085,-0.10123767703771591,0,0,20,0.5792781710624695
79,Ip.Man.3.2015__#00-44-45_00-45-08_label_B1-0-0,9069,17,3.755632633328787e-06,-16.05699348449707,1,1,20,0.5792781710624695
80,Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0,9086,0,0.10393223911523819,-9.81993293762207,0,0,20,0.19812588393688202
80,Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0,9088,2,0.11455155909061432,-17.597318649291992,0,0,20,0.19812588393688202
81,Jason.Bourne.2016__#0-17-25_0-18-53_label_B4-0-0,9835,11,1.1379800525901373e-05,-15.692575454711914,1,1,20,0.0003594467125367373
81,Jason.Bourne.2016__#0-17-25_0-18-53_label_B4-0-0,9836,12,0.00022842490579932928,-15.691336631774902,1,1,20,0.0003594467125367373
82,Jason.Bourne.2016__#0-29-48_0-30-29_label_B4-0-0,9969,13,0.10189986228942871,-11.853954315185547,1,1,20,0.31037741899490356
82,Jason.Bourne.2016__#0-29-48_0-30-29_label_B4-0-0,9973,17,0.30818066000938416,-5.439198970794678,1,1,20,0.31037741899490356
83,Jason.Bourne.2016__#0-50-20_0-50-30_label_G-0-0,10021,4,0.5111667513847351,1.716441035270691,1,1,15,0.6867303848266602
83,Jason.Bourne.2016__#0-50-20_0-50-30_label_G-0-0,10026,9,0.3605596721172333,-0.3510701656341553,0,0,15,0.6867303848266602
84,Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0,10033,1,0.6058310270309448,8.465861320495605,0,0,20,0.6176962852478027
84,Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0,10050,18,0.6029235124588013,9.670062065124512,0,0,20,0.6176962852478027
85,Kill.Bill.Vol.1.2003__#01-21-39_01-26-55_label_B1-0-0,10312,10,2.475617577601952e-07,-19.31667709350586,0,0,20,0.26572996377944946
85,Kill.Bill.Vol.1.2003__#01-21-39_01-26-55_label_B1-0-0,10313,11,0.13066992163658142,-12.857195854187012,0,0,20,0.26572996377944946
86,Kill.Bill.Vol.1.2003__#01-26-56_01-28-18_label_B1-0-0,10781,5,0.4011393189430237,-3.5875461101531982,0,0,20,0.4493560194969177
86,Kill.Bill.Vol.1.2003__#01-26-56_01-28-18_label_B1-0-0,10782,6,0.2550238072872162,-8.351120948791504,0,0,20,0.4493560194969177
87,Kill.Bill.Vol.2.2004__#0-25-20_0-26-20_label_B2-0-0,10899,0,0.6013870239257812,1.813740611076355,0,0,20,0.7373841404914856
87,Kill.Bill.Vol.2.2004__#0-25-20_0-26-20_label_B2-0-0,10900,1,0.6070424914360046,4.918844223022461,0,0,20,0.7373841404914856
88,Kingsman.The.Golden.Circle.2017__#00-35-55_00-36-35_label_B1-0-0,10995,6,0.25340181589126587,-3.258749008178711,0,0,20,0.28315165638923645
88,Kingsman.The.Golden.Circle.2017__#00-35-55_00-36-35_label_B1-0-0,11000,11,0.0951874703168869,-12.085582733154297,0,0,20,0.28315165638923645
89,Kingsman.The.Golden.Circle.2017__#00-41-22_00-41-32_label_B2-0-0,11052,3,0.195368692278862,-9.550154685974121,0,0,15,0.36062732338905334
89,Kingsman.The.Golden.Circle.2017__#00-41-22_00-41-32_label_B2-0-0,11057,8,0.3306531310081482,-3.7167084217071533,0,0,15,0.36062732338905334
90,Kingsman.The.Secret.Service.2014__#00-22-10_00-23-10_label_B2-0-0,11068,4,1.9587571148393934e-11,-29.624603271484375,1,1,20,0.0011274009011685848
90,Kingsman.The.Secret.Service.2014__#00-22-10_00-23-10_label_B2-0-0,11069,5,4.979580990038812e-05,-17.1739501953125,1,1,20,0.0011274009011685848
91,Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0,11161,7,0.0014957357197999954,-10.185883522033691,1,1,20,0.30661746859550476
91,Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0,11167,13,0.3008200228214264,-5.648126125335693,0,0,20,0.30661746859550476
92,Law.Abiding.Citizen.2009__#01-26-34_01-27-25_label_B2-0-0,11259,0,0.19417507946491241,-6.822183132171631,0,0,20,0.19674262404441833
92,Law.Abiding.Citizen.2009__#01-26-34_01-27-25_label_B2-0-0,11273,14,0.18666812777519226,-8.854496002197266,0,0,20,0.19674262404441833
93,Lord.of.War__#00-50-10_00-50-50_label_G-0-0,11335,0,0.590035080909729,0.6156789064407349,0,0,20,0.6107907295227051
